name,desc,image url,price,rating,store name
iPhone 12 Mini 64GB 128GB 256GB White Black Blue Green Red RESMI IBOX,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/22/234b0340-8e44-4800-952d-5024f6431d42.jpg.webp?ect=4g,Rp10.539.000,5,
oppo F9 handphone 6GB+128GB kamera hp 25MP+16MP smartphone,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/4/a9940c12-ccf8-4d6f-ac57-8ab8532ee63c.jpg.webp?ect=4g,Rp1.400.000,5,
Samsung Galaxy A12 Garansi Resmi Sein,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/10/7/ea20bd2d-124b-4c9f-92f8-2074339fa60d.jpg.webp?ect=4g,Rp2.099.000,5,
iPhone 11 Pro 256GB Second,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/7/7f2326f3-9c2b-4e12-9cdf-f3ba9da1f70c.png.webp?ect=4g,Rp9.575.000,5,
Iphone 12 Pro 128gb / 256gb /512gb Bekas Fullset,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/2/6/e0fbf17f-8d1c-4a99-8b75-d69f5f7d7d93.jpg.webp?ect=4g,Rp13.000.000,5,
Iphone 11 Pro 64gb Bekas,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/6/29/20173926-2484-4d3b-ac5d-842593a627c4.jpg.webp?ect=4g,Rp8.850.000,5,
Xiaomi Poco M3 Pro 5G 4/64GB + 6/128GB Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/30/82315e33-e4f4-496a-8f3d-5483bc21c98e.jpg.webp?ect=4g,Rp2.675.000,5,
Samsung Galaxy A12 6/128 GB Garansi Resmi SEIN,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/29/520f7c61-b341-42e1-a829-9cb4cc5b1677.jpg.webp?ect=4g,Rp2.377.000,5,
NOKIA 5310 (2020) GARANSI RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/19/6defe58f-acc6-4c05-b46a-e5765ccb9ef6.jpg.webp?ect=4g,Rp481.000,5,
SAMSUNG GALAXY A32 8/128 GARANSI RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/5/c9384b3f-f94d-436f-b195-f2edf1e5bc8b.jpg.webp?ect=4g,Rp3.635.000,5,
Samsung A12 6/128 RAM 6GB Internal 128GB Garansi Resmi SEIN,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/2/8f2fde18-2d67-4529-b262-6de643c37a22.jpg.webp?ect=4g,Rp2.376.000,5,
"XIAOMI REDMI 9A 3/32 GB , REDMI 9A 2/32 GB 100% ORI GARANSI RESMI",no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/23/235359ff-3ad3-4c18-9571-be29ae1752f9.png.webp?ect=4g,Rp1.325.000,5,
Maxtron C31i Pro Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/9/dc76e9f9-6257-4b2f-8a35-dfdff7ef385f.jpg.webp?ect=4g,Rp117.000,5,
Xiaomi Poco X3 GT - 8GB 256GB (8/256) - New Original Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/8/20/60fb5c3d-0771-4b7e-bc74-f8e435ca273f.jpg.webp?ect=4g,Rp4.575.000,5,
ASUS ROG PHONE 5 8/128GB 12/256GB GARANSI RESMI ASUS INDONESIA,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/11/12/5472f765-7c37-4c71-8b79-eee1ca468bde.jpg.webp?ect=4g,Rp8.495.000,5,
Realme 8 PRO 8/128GB NFC Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/13/7575520d-7535-4538-8aec-e572c063d1e7.jpg.webp?ect=4g,Rp3.640.000,5,
XIAOMI REDMI 9 RAM 4 64 RAM 3 32 GRS RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/6/5/9994c671-2c42-4f68-bcdf-e3d4f7dfa0d5.jpg.webp?ect=4g,Rp1.925.000,5,
Samsung Galaxy A02 [32GB/3GB] - Garansi Resmi SEIN,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/22/3dc54c12-1748-4c12-8035-529d32c3c7ce.png.webp?ect=4g,Rp1.473.000,5,
SAMSUNG A12 RAM 6 128 RAM 4 128 GARANSI RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/8/c9e911c9-1c39-4b2a-b9f5-787be692941a.jpg.webp?ect=4g,Rp2.199.000,5,
Xiaomi Poco M3 Pro 5G 4/64GB Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/7/6/2d8b845b-4014-49c7-a2ce-a95024bda068.jpg.webp?ect=4g,Rp2.606.000,5,
INFINIX NOTE 10 RAM 6 128 GARANSI RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/9/7/a8b18e62-99db-46ce-a1ac-cb4e1d2771e9.jpg.webp?ect=4g,Rp2.218.000,5,
Nokia 105 king 2019 Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2020/10/6/a785b4a4-58cf-42ba-a0aa-56ad2007e4e4.jpg.webp?ect=4g,Rp225.000,5,
Samsung Galaxy A32 8/128 RAM 8GB ROM 128GB GARANSI RESMI SEIN,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/12/a1709fb1-22b1-4dd5-aa17-9b937df29387.jpg.webp?ect=4g,Rp3.758.000,5,
Xiaomi Poco M3 6/128GB 6GB 128GB Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/1/28/eba34146-3168-4946-a981-a3c3cfd61d41.jpg.webp?ect=4g,Rp2.284.000,5,
Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/5/26/a60c5e9c-2717-434c-b1be-f212b9edfdcd.jpg.webp?ect=4g,Rp2.678.000,5,
Xiaomi Poco X3 Pro 6/128 GB Garansi Resmi,no desc,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/4/30/06bae3b1-9c03-4350-a3dc-759c4797b7b3.jpg.webp?ect=4g,Rp3.436.000,5,
